domain,scraped_url,company_name,num_employees,parent_company,annual_sales
hoy.es,www.hoy.es,"CORPORACION DE MEDIOS DE EXTREMADURA, SA",56,VOCENTO GESTION DE MEDIOS Y SERVICIOS SL.,5.09M
huffingtonpost.co.uk,www.huffingtonpost.co.uk,HUFFPOST UK LIMITED,3,BUZZFEED UK LIMITED,0.66M
huffingtonpost.fr,www.huffingtonpost.fr,G. T. I.,1,NA,208.26K
hwupgrade.it,www.hwupgrade.it,HARDWARE UPGRADE SRL,11,NA,1.15M
ibj.com,www.ibj.com,Ibj Corporation,75,NA,10.27M
ibtimes.co.uk,www.ibtimes.co.uk,International Business Times,30,NA,1.95M
ideal.es,www.ideal.es,CORPORACION DE MEDIOS DE ANDALUCIA SA,98,VOCENTO GESTION DE MEDIOS Y SERVICIOS SL.,12.61M
ilcentro.it,www.ilcentro.it,IL CENTRO SPA,42,NA,5.99M
ilfattoquotidiano.it,www.ilfattoquotidiano.it,SOCIETA' EDITORIALE IL FATTO SPA IN BREVE SEIF SPA,150,NA,38.48M
ilfoglio.it,www.ilfoglio.it,IL FOGLIO QUOTIDIANO SOC COOP,26,NA,6.62M
ilgazzettino.it,www.ilgazzettino.it,IL GAZZETTINO SPA,79,CALTAGIRONE EDITORE SPA,25.82M
ilgiornale.it,www.ilgiornale.it,SOCIETA' EUROPEA DI EDIZIONI SPA,98,PBF SRL,21M
ilmattino.it,www.ilmattino.it,IL MATTINO SPA,60,CALTAGIRONE EDITORE SPA,17.69M
ilmessaggero.it,www.ilmessaggero.it,IL MESSAGGERO SPA,128,CALTAGIRONE EDITORE SPA,50.35M
ilmeteo.it,www.ilmeteo.it,ILMETEO SRL,11,MEFIN SRL,12.75M
ilsole24ore.com,www.ilsole24ore.com,IL SOLE 24 ORE SPA,794,NA,231.92M
iltempo.it,www.iltempo.it,IL TEMPO. SRL,27,FINANZIARIA TOSINVEST SPA,4.83M
independent.co.uk,www.independent.co.uk,INDEPENDENT DIGITAL NEWS AND MEDIA LIMITED,200,NA,56.29M
indystar.com,www.indystar.com,Indiana Newspapers LLC,1300,Gannett Media Corp.,240.48M
inews.co.uk,www.inews.co.uk,MEDIAHUIS UK FINANCE PLC,2,MEDIAHUIS UK GROUP LTD,4.16M
infolibre.es,www.infolibre.es,EDICIONES PRENSA LIBRE SL.,24,NA,1.56M
infowars.com,www.infowars.com,"Free Speech Systems, LLC",41,NA,7.33M
inquisitr.com,www.inquisitr.com,INQUISITR LTD,61,NA,5.78M
internazionale.it,www.internazionale.it,INTERNAZIONALE SPA,42,NA,12.03M
irishcentral.com,www.irishcentral.com,"Irish Tribune, Inc",28,SMURFIT KAPPA PACKAGING LIMITED,8.57M
jacksonville.com,www.jacksonville.com,Jacksonville Winsupply,6,NA,11.47M
journalnow.com,www.journalnow.com,Salem Winston Journal,41,NA,3.22M
journalstar.com,www.journalstar.com,Journal-Star Printing Co.,465,"Lee Enterprises, Incorporated",72.03M
journaltimes.com,www.journaltimes.com,The Journal Times,13,NA,154.96K
jpost.com,www.jpost.com,JERUSALEM POST PUBLICATIONS LTD.,30,JERUSALEM POST LTD,2.08M
jsonline.com,www.jsonline.com,Journal Sentinel Inc.,1820,"Gannett Co., Inc.",239.90M
jungefreiheit.de,www.jungefreiheit.de,JUNGE FREIHEIT Verlag GmbH & Co.KG,43,JUNGE FREIHEIT Treuhand GmbH Gesellschaft für Kapitalbeteiligungen,4.84M
kenoshanews.com,www.kenoshanews.com,United Communications Corporation,600,NA,27.82M
kentonline.co.uk,www.kentonline.co.uk,KM MEDIA GROUP LIMITED,120,ILIFFE MEDIA GROUP LIMITED,9.26M
kicker.de,www.kicker.de,Kicker Ventures GmbH,2,Olympia-Verlag GmbH,375.48K
kitsapsun.com,www.kitsapsun.com,Kitsap Sun,45,NA,1.25M
kitv.com,www.kitv.com,"Kitv, Inc.",4,"Sjl of Pennsylvania, Inc",1.44M
knmi.nl,www.knmi.nl.ezproxy.library.tufts.edu,Koninklijk Nederlands Meteorologisch Instituut,4,Ministerie van Infrastructuur en Waterstaat,27.17K
knoxnews.com,www.knoxnews.com,Knoxville News-Sentinel Company,580,"Journal Media Group, Inc.",304.92K
kp.ru,www.kp.ru,"ID KOMSOMOLSKAYA PRAVDA, AO",674,NA,42.33M
ksta.de,www.ksta.de,"KELNER SHTADT-ANTSAIGER, KORPUNKT",2,NA,141.72K
l1.nl,www.l1.nl,Stichting Omroep Limburg,99,NA,16.25M
lacrossetribune.com,www.lacrossetribune.com,La Crosse Tribune,1,NA,1.33M
ladbible.com,www.ladbible.com,Rateourstudentlife,4,NA,205.88K
ladepeche.fr,www.ladepeche.fr,SNC TOULOUSE TMA PLACE CENTRALE,7,NA,29.60M
lagacetadesalamanca.es,www.lagacetadesalamanca.es,"GRUPO PROMOTOR SALMANTINO, SA",56,NA,7.61M
laleggepertutti.it,www.laleggepertutti.it,LALEGGEPERTUTTI SRL,3,NA,0.98M
lalsace.fr,www.lalsace.fr,SOCIETE ALSACIENNE DE PUBLICATIONS - L'ALSACE,226,BANQUE FEDERATIVE DU CREDIT MUTUEL,39.62M
lamontagne.fr,www.lamontagne.fr,LA MONTAGNE,614,NA,210.86M
lanazione.it,www.lanazione.it,CENTRO STAMPA POLIGRAFICI SRL,79,POLIGRAFICI PRINTING SPA,26.11M
lancasteronline.com,www.lancasteronline.com,Sunday News,120,NA,13.44M
lanouvellerepublique.fr,www.lanouvellerepublique.fr,LA NOUVELLE REPUBLIQUE DU CENTRE OUEST,432,NA,97.28M
lansingstatejournal.com,www.lansingstatejournal.com,"Lansing Newspapers In Education, Inc.",9,NA,97.59K
laopinioncoruna.es,www.laopinioncoruna.es,LA OPINION DE LA CORUÑA SLU,45,EPIGRAFICAS SL,2.70M
laopiniondemalaga.es,www.laopiniondemalaga.es,LA OPINION DE MALAGA SL,33,EPIGRAFICAS SL,2.37M
laopiniondemurcia.es,www.laopiniondemurcia.es,LA OPINION DE MURCIA SA,40,EPIGRAFICAS SL,3.23M
laopiniondezamora.es,www.laopiniondezamora.es,LA OPINION DE ZAMORA SA,33,EPIGRAFICAS SL,2.77M
laprovincia.es,www.laprovincia.es,"EDITORIAL PRENSA CANARIA, SA",90,EPIGRAFICAS SL,8.93M
larazon.es,www.larazon.es,AUDIOVISUAL ESPAÑOLA 2000 SA,217,PLANETA CORPORACION SL,43.19M
lasprovincias.es,www.lasprovincias.es,FEDERICO DOMENECH SA,79,VOCENTO GESTION DE MEDIOS Y SERVICIOS SL.,12.06M
lasvegassun.com,www.lasvegassun.com,"Las Vegas Sun, Inc.",100,The Greenspun Corporation,21.96M
latimes.com,www.latimes.com.ezproxy.library.tufts.edu,Woods Travel Store,4,NA,228K
lavanguardia.com,www.lavanguardia.com,LA VANGUARDIA EDICIONES SLU,250,GRUPO GODO DE COMUNICACION SA,77.64M
laverdad.es,www.laverdad.es,LA VERDAD MULTIMEDIA SA,82,VOCENTO GESTION DE MEDIOS Y SERVICIOS SL.,9.39M
lavoixdunord.fr,www.lavoixdunord.fr,LA VOIX FM,55,LA VOIX DU NORD,6.72M
lavozdegalicia.es,www.lavozdegalicia.es,LA VOZ DE GALICIA SA,291,CORPORACION VOZ DE GALICIA SL,47.36M
lavozdigital.es,www.lavozdigital.es,CORPORACION DE MEDIOS DE CADIZ SL,20,VOCENTO GESTION DE MEDIOS Y SERVICIOS SL.,0.76M
lbc.co.uk,www.lbc.co.uk,LBC RADIO LIMITED,30,GLOBAL RADIO HOLDINGS LIMITED,29.21M
lebonbon.fr,www.lebonbon.fr,LE BONBON,20,NA,2.23M
ledauphine.com,www.ledauphine.com,LE DAUPHINE LIBERE,635,SOCIETE D'INVESTISSEMENTS MEDIAS,114.76M
lefigaro.fr,www.lefigaro.fr,SOCIETE DU FIGARO,880,GROUPE FIGARO,365.03M
leggo.it,www.leggo.it,LEGGO SRL,13,CALTAGIRONE EDITORE SPA,3.29M
legorafi.fr,www.legorafi.fr,GORAFI NEWS NETWORK,1,NA,62.55K
lehighvalleylive.com,www.lehighvalleylive.com,"Lehigh Valley Community Mental Health Centers, Inc.",44,NA,2.39M
lemonde.fr,www.lemonde.fr,SOCIETE EDITRICE DU MONDE,1268,LE MONDE LIBRE,180.65M
leparisien.fr,www.leparisien.fr,LE PARISIEN LIBERE,500,UFIPAR,208.46M
lepoint.fr,www.lepoint.fr,SOCIETE D'EXPLOITATION DE L'HEBDOMADAIRE LE POINT,250,ARTEMIS,76.41M
leprogres.fr,www.leprogres.fr,GROUPE PROGRES SA,566,SOCIETE D'INVESTISSEMENTS MEDIAS,96.35M
lequipe.fr,www.lequipe.fr,L'EQUIPE,392,LES EDITIONS P AMAURY,130.50M
lesechos.fr,www.lesechos.fr,LES ECHOS,290,GROUPE LES ECHOS SA,105.64M
lesnumeriques.com,www.lesnumeriques.com,FACTORY ELEVEN,20,TELEVISION FRANCAISE 1,4M
letelegramme.fr,www.letelegramme.fr,VIA MEDIA,76,GROUPE TELEGRAMME MEDIAS,24.53M
letribunaldunet.fr,www.letribunaldunet.fr,SF MEDIA,6,NA,335.56K
lexpress.fr,www.lexpress.fr.ezproxy.library.tufts.edu,GROUPE L' EXPRESS,135,NEXT-NOW,29.23M
liberation.fr,www.liberation.fr,LIBERATION,198,NA,27.86M
liberoquotidiano.it,www.liberoquotidiano.it,EDITORIALE LIBERO SRL,50,FONDAZIONE SAN RAFFAELE,18.89M
libertaddigital.com,www.libertaddigital.com,"LIBERTAD DIGITAL, SA",200,NA,14.09M
lifedaily.com,www.lifedaily.com,"Lifedaily, LLC",6,NA,414.07K
lifehacker.com,www.lifehacker.com,Streamline Cleaning Solutions,3,NA,196.98K
lifesitenews.com,www.lifesitenews.com,Lifesitenews Com Inc,23,NA,1.06M
limburger.nl,www.limburger.nl,L & D,2,NA,218.55K
lindependant.fr,www.lindependant.fr,L'INDEPENDANT DU MIDI,91,SOCIETE DU JOURNAL MIDI LIBRE,28.61M
linkiesta.it,www.linkiesta.it,EDITORIALE LINKIESTA.IT SRL,2,NA,0.64M
linternaute.com,www.linternaute.com,NEWS INTERNATIONAL,3,NA,95.68K
liverpoolecho.co.uk,www.liverpoolecho.co.uk,REACH REGIONALS MEDIA LIMITED,1163,REACH REGIONALS LIMITED,183.47M
livesicilia.it,www.livesicilia.it,LIVESICILIA.IT SRL,5,NA,0.56M
livingstondaily.com,www.livingstondaily.com,Robert C Blakes Enterprises Inc,9,NA,0.73M
ljworld.com,www.ljworld.com,Jennifer K Thomas,5,NA,185.21K
lmtonline.com,www.lmtonline.com,Laredo Musical Theater International Inc,2,NA,222.64K
lne.es,www.lne.es,EDITORIAL PRENSA ASTURIANA SA,140,EPIGRAFICAS SL,20.56M
localconditions.com,www.localconditions.com,Why 5,6,NA,241.76K
lowellsun.com,www.lowellsun.com,Lowell Sun Publishing Company,350,"Medianews Group, Inc.",32.35M
lvz.de,www.lvz.de,Leipziger Verlags- und Druckereigesellschaft mbH & Co. KG,600,Verlagsgesellschaft Madsack GmbH & Co. KG,171.32M
macleans.ca,www.macleans.ca,Rogers Macleans,3,NA,196.98K
manchestereveningnews.co.uk,www.manchestereveningnews.co.uk,GUARDIAN MEDIA GROUP PLC,4314,THE SCOTT TRUST LIMITED,294.13M
marieclaire.co.uk,www.marieclaire.co.uk,Look,4,NA,25.51K
marieclaire.com,www.marieclaire.com,H.M.C. ITALIA SRL,15,HEARST MAGAZINES ITALIA SPA,8.28M
marieclaire.fr,www.marieclaire.fr,HOLDING EVELYNE PROUVOST,3,GROUPE MARIE CLAIRE,1.71M
marketwatch.com,www.marketwatch.com.ezproxy.library.tufts.edu,Profil 3D Inc,3,NA,1.01M
marsactu.fr,www.marsactu.fr,MARSACTU,8,NA,343.20K
maxim.com,www.maxim.com,Maxim Inc.,65,Obh Inc.,59.46M
mcall.com,www.mcall.com,The Morning Call LLC,878,Tribune Publishing Company,159.42M
mdlinx.com,www.mdlinx.com,Mdlinx Inc Ne,9,NA,0.65M
mediamatters.org,www.mediamatters.org,Media Matters For America,2,NA,14.92M
mediapart.fr,www.mediapart.fr,SOCIETE EDITRICE DE MEDIAPART,118,NA,25.21M
mensjournal.com,www.mensjournal.com,Men's Journal LLC,383,Worldwide Media Services Group Inc.,8.14M
merca2.es,www.merca2.es,MERCADOS Y ESTILOS DE VIDA SL.,13,NA,2.97M
mercurynews.com,www.mercurynews.com,"San Jose Mercury-News, LLC",1400,"Medianews Group, Inc.",0.68M
merkur.de,www.merkur.de,Zeitungsvertrieb Fürstenfeldbruck GmbH,633,Zeitungsverlag Oberbayern GmbH & Co. KG,89.86M
meteoam.it,www.meteoam.it,CENTRO NAZIONALE DI METEOROLOGIA E CLIMATOLOGIA AERONAUTICA - AMMINISTRAZIONE,6,MINISTERO DELLA DIFESA,0.83M
meteociel.fr,www.meteociel.fr,METEOCIEL,1,NA,34.18K
meteofrance.com,www.meteofrance.com,METEO-FRANCE,2000,NA,254.87M
metoffice.gov.uk,www.metoffice.gov.uk,Met Office,1879,"Department for Business, Energy & Industrial Strategy",314.18M
metro.co.uk,www.metro.co.uk,J K Fires,2,NA,191.11K
metronews.ca,www.metronews.ca,Central News Co. Limited,17,Lucky Star Holdings Inc,12.44M
metrotimes.com,www.metrotimes.com,The Michigan Metro Times Inc,248,The Scranton Times L P,2.54M
miamiherald.com,www.miamiherald.com,Miami Herald Media Company,3,Jck Legacy Company,0.76M
midilibre.fr,www.midilibre.fr,SOCIETE DU JOURNAL MIDI LIBRE,273,GROUPE LA DEPECHE DU MIDI,73.11M
milanofinanza.it,www.milanofinanza.it,MILANO FINANZA EDITORI SPA,25,CLASS EDITORI SPA,19.13M
militarytimes.com,www.militarytimes.com,Military Times,2,NA,118.21K
mlive.com,www.mlive.com,Mlive.com,19,NA,0.68M
mmnews.de,www.mmnews.de,Dexweb GmbH,2,NA,113.94K
mobiel.nl,www.mobiel.nl,Websend B.V.,91,NA,10.52M
montrealgazette.com,www.montrealgazette.com,Gazette,3,NA,363.35K
mopo.de,www.mopo.de,Morgenpost Verlag GmbH,70,Chronic Capital GmbH,17.25M
morgenpost.de,www.morgenpost.de,FUNKE Medien Berlin GmbH,290,FUNKE Medien Hamburg GmbH,73.74M
mumsnet.com,www.mumsnet.com,MUMSNET LIMITED,69,MNET HOLDINGS LIMITED,7.57M
mundodeportivo.com,www.mundodeportivo.com,EL MUNDO DEPORTIVO SA,102,GRUPO GODO DE COMUNICACION SA,23.24M
mysanantonio.com,www.mysanantonio.com,"MSA Co, LLC",41,NA,1.04M
nabj.org,www.nabj.org,National Association of Black Journalists Inc,20,NA,3.65M
napavalleyregister.com,www.napavalleyregister.com,NAPA Valley Publishing Co,100,NA,6.92M
nashvillescene.com,www.nashvillescene.com,Crea Fmf Nashville LLC,1,Forestar Group Inc.,0.98M
nationalgeographic.com,www.nationalgeographic.com,National Geographic Society,1700,NA,70.47M
nationalpost.com,www.nationalpost.com,National Post News Bureau,2,NA,0.87M
nationalreview.com,www.nationalreview.com.ezproxy.library.tufts.edu,"National Review, Inc.",4,NA,164.71K
nbcnews.com,www.nbcnews.com,NBC News Channel LLC,150,"Nbcuniversal, LLC",50.46M
nbcsports.com,www.nbcsports.com,"NBC Sports Network, L.P.",130,Comcast Corporation,131.44M
netzwelt.de,www.netzwelt.de,netzwelt GmbH,17,NA,2.54M
neworleanscitybusiness.com,www.neworleanscitybusiness.com.ezproxy.library.tufts.edu,"New Orleans Publishing Group, LLC",45,Dolan LLC,9.80M
newrepublic.com,www.newrepublic.com.ezproxy.library.tufts.edu,The New Republic,17,NA,0.66M
news.com.au,www.news.com.au.ezproxy.library.tufts.edu,NEWS AUSTRALIA PTY LIMITED,10600,NEWS AUSTRALIA HOLDINGS PTY LIMITED,5.40B
mtb-news.de,www.mtb-news.de,Thomas Paatz,1,NA,107.03K
news.de,www.news.de,news.de GmbH,1,Mössbauer Lucky Start GmbH,255.49K
newsadvance.com,www.newsadvance.com,Framatome Advanced Nuclear Power,1,NA,0.63M
newsday.com,www.newsday.com,Newsday LLC,899,NA,198.63M
newsmax.com,www.newsmax.com,"Newsmax Media, Inc.",250,NA,127.96M
newsminer.com,www.newsminer.com,Fairbanks Publishing Co Inc,300,NA,19.02M
newspapers.com,www.newspapers.com.ezproxy.library.tufts.edu,Gene Bolts Newspaper,4,NA,84.03K
newstatesman.com,www.newstatesman.com,NEW STATESMAN LIMITED,51,NA,3.21M
newsthump.com,www.newsthump.com,THUMP PUBLISHING LIMITED,1,NA,65.51K
newstimes.com,www.newstimes.com,The News Times,4,NA,0.53M
newsweek.com,www.newsweek.com,Newsweek Magazine LLC,80,NA,13.20M
newswire.ca,www.newswire.ca,Canada News-Wire Ltd,5,NA,0.72M
newswise.com,www.newswise.com,Newswise Inc.,20,NA,2.59M
newyorker.com,www.newyorker.com.ezproxy.library.tufts.edu,NEW YORKER Nederland B.V.,-1,NEW YORKER Nederland B.V.,2.68M
nhregister.com,www.nhregister.com,New Haven Register LLC,590,The Hearst Corporation,100.64M
nola.com,www.nola.com,Nola Media Group,18,NA,1.11M
nordbayern.de,www.nordbayern.de,Nordbayern Infonet GmbH,34,Verlag Nürnberger Presse Druckhaus Nürnberg GmbH & Co. KG,4.60M
northjersey.com,www.northjersey.com,Foundation of Northern New Jersey Inc.,1431,Macromedia Incorporated,12.41K
npr.org,www.npr.org,"National Public Radio, Inc.",741,NA,277.61M
nrc.nl,www.nrc.nl,NRC Media B.V.,9,NA,39.68M
nu.nl,www.mail-me-nu.nl,Mail-Me-Nu.nl,1,NA,117.80K
nuevatribuna.es,www.nuevatribuna.es,PAGINA 7 COMUNICACION SL,2,NA,112.08K
nwac.us,www.nwac.us,Friends of The Northwest Weather and Avalanche Center,7,NA,45.09K
nwitimes.com,www.nwitimes.com,Nwitimes.com,18,NA,1.07M
nydailynews.com,www.nydailynews.com,"Daily News, L.P.",1600,"Trx Pubco, LLC",445.67M
nypost.com,www.nypost.com,"Nyp Holdings, Inc.",464,News Preferred Holdings Inc,74.95M
nytimes.com,www.nytimes.com.ezproxy.library.tufts.edu,New York Times Digital LLC,83,The New York Times Company,8.68M
observer.com,www.observer.com,Observer Disco,5,NA,186.46K
ocregister.com,www.ocregister.com,Oc Register Fac Division,22,NA,0.56M
okdiario.com,www.okdiario.com,DOS MIL PALABRAS SL.,72,NA,9.54M
olympic.org,www.olympic.org,GHANA OLYMPIC COMMITTEE,15,NA,3.41M
ondanews.it,www.ondanews.it,ONDA NEWS SRL,1,NA,176.48K
onwardstate.com,www.onwardstate.com,Exscape Smoke Shop & Vapor Lounge,10,NA,57.19K
oozo.nl,www.oozo.nl,Van de Ven- Blacha Beheer B.V.,1,NA,177.62K
orlandosentinel.com,www.orlandosentinel.com,"Fl-Orlando Sentinel, LLC",11,NA,449.46K
orlandoweekly.com,www.orlandoweekly.com,Hamburger Marys Orlando,23,NA,0.50M
pantagraph.com,www.pantagraph.com,Pantagraph Publishing Co.,42,NA,2.07M
parismatch.com,www.parismatch.com,MM PRIVATE,10,NA,5.67M
parool.nl,www.parool.nl,Het Parool B.V.,163,NA,27.75M
pasadenastarnews.com,www.pasadenastarnews.com,Pasadena Newspapers Inc,365,NA,17.15M
people.com,www.parts-people.com,"Parts-People.com, Inc.",27,NA,3.39M
periodistadigital.com,www.periodistadigital.com,PERIODISTA DIGITAL SL,12,NA,1.21M
phoenixnewtimes.com,www.phoenixnewtimes.com,Phoenix New Times LLC,1,NA,2.85M
pilotonline.com,www.pilotonline.com,"Virginian-Pilot Media Companies, LLC",800,"Tribune Publishing Company, LLC",95.36M
pjstar.com,www.pjstar.com,The Peoria Journal Star Inc,217,"Gannett Co., Inc.",28.60M
plymouthherald.co.uk,www.plymouthherald.co.uk,D C Media,300,NA,19.47M
pnj.com,www.pnj.com,P N J Market,10,NA,0.65M
politico.com,www.politico.com,Politico LLC,126,"Sinclair Television of Capital District, Inc.",22.48M
popularmechanics.com,www.popularmechanics.com,Popular Mechanics Magazine,4,NA,0.72M
postandcourier.com,www.postandcourier.com,Williamsburg County School District,12,NA,47.91M
postbulletin.com,www.postbulletin.com,"Post-Bulletin Company, L.L.C.",200,Small Newspaper Group,22.18M
poynter.org,www.poynter.org,The Poynter Institute For Media Studies Inc,3260,NA,14.90M
pressdemocrat.com,www.pressdemocrat.com,"Santa Rosa Press Democrat Inc, The",400,"Sonoma Media Investments, LLC",75.04M
pressofatlanticcity.com,www.pressofatlanticcity.com,South Jersey Publishing Company,400,NA,49.07M
presstelegram.com,www.presstelegram.com,"Gazette Newspapers, Inc.",20,NA,0.76M
prnewswire.com,www.prnewswire.com,PR Newswire Association LLC,845,Cision US Inc.,78.16M
prosportsdaily.com,www.prosportsdaily.com,NS Sports Media Pros Ltd,30,NA,5.41M
providencejournal.com,www.providencejournal.com,Providence Journal Company Inc,445,Rhode Lmg Island Holdings Inc,147.60M
publico.es,www.publico.es,DISPLAY CONNECTORS SL.,55,NA,4.73M
qctimes.com,www.qctimes.com,"Cookie Lane, LLC",5,NA,56.57K
quotidiano.net,www.quotidiano.net,ROBIN SRL,12,MONRIF SPA,8.08M
rand.org,www.rand.org,The Rand Corporation,1400,NA,239.57M
rasmussenreports.com,www.rasmussenreports.com,Rasmussen Reports LLC,4,NA,398.95K
rbc.ru,www.rbc.ru,"ROSBIZNESKONSALTING, AO",2042,"RBK, PAO",31.83M
readingeagle.com,www.readingeagle.com,RE Liquidation Corp.,425,NA,78.04M
realsimple.com,www.realsimple.com,Real Simple Magazine,20,NA,1.39M
reason.com,www.reason.com,Ronald Bailey,5,NA,82K
redbookmag.com,www.redbookmag.com,Redbook Magazine,15,NA,494.03K
registerguard.com,www.registerguard.com,Guard Publishing Company,275,NA,48.02M
repubblica.it,www.repubblica.it,GEST VIR SRL,15,VIR IMMOBILIARE SPA,0.75M
retenews24.it,www.retenews24.it,EDIMEDIA WEB SRL,1,NA,143.44K
reuters.com,www.reuters.com,REFINITIV (THAILAND) LIMITED,35,REFINITIV HOLDINGS (THAILAND) COMPANY LIMITED,24.65M
reviewjournal.com,www.reviewjournal.com,"Las Vegas Review-Journal, Inc.",450,NA,54M
rgj.com,www.rgj.com,Rgj Inc.,9,NA,0.58M
richmond.com,www.richmond.com,Richmond.com,11,NA,0.56M
riverfronttimes.com,www.riverfronttimes.com,"Lemay Pizza, Inc.",8,NA,147.22K
roanoke.com,www.roanoke.com,"Times-World, LLC",303,"Bh Media Group, Inc.",52.13M
rollcall.com,www.rollcall.com,"Roll-Call, Inc.",8,NA,0.51M
rotowire.com,www.rotowire.com,"Roto Sports, Inc",26,NA,1.42M
rsf.org,www.rsf.org,REPORTERS SANS FRONTIERES,50,NA,2.82M
rtl.fr,www.rtl.fr,RTL FRANCE RADIO,1,METROPOLE TELEVISION,82.54M
rtlnieuws.nl,www.rtlnieuws.nl,Maatschap Selman,2,NA,110.64K
rtve.es,www.rtve.es,CORPORACION DE RADIO Y TELEVISION ESPAÑOLA SA SME.,6537,SOCIEDAD ESTATAL DE PARTICIPACIONES INDUSTRIALES,60.08M
rumble.com,www.rumble.com,Rumble Enterprises Inc.,3,NA,66.38K
runnersworld.com,www.runnersworld.com,HEARST UK LIMITED,48,NATIONAL MAGAZINE COMPANY LIMITED(THE),14.14M
rusvesna.su,rusvesna.su,"SOVREMENNYE INFORMATSIONNYE TEKHNOLOGII, OOO",7,NA,244.17K
sacurrent.com,www.sacurrent.com,Gem Industries,10,NA,2.95M
sandiegoreader.com,www.sandiegoreader.com,"San Diego Holy Ghost Deliverance Interfaith United Ministries, Incorporation",6,NA,53.63K
sandiegouniontribune.com,www.sandiegouniontribune.com,The San Diego Union-Tribune LLC,650,NA,96.13M
sanluisobispo.com,www.sanluisobispo.com,"San Luis Obispo Tribune, LLC",1,Jck Legacy Company,253.40K
santafenewmexican.com,www.santafenewmexican.com,The New Mexican Inc,150,NA,51.16M
savannahnow.com,www.savannahnow.com,Savannah Morning News,55,NA,6.84M
scientias.nl,www.scientias.nl,Scientias.nl B.V.,2,Cornicum B.V.,154.18K
seattlepi.com,www.seattlepi.com,"Hearst Seattle Media, LLC",6,The Hearst Corporation,1.53M
seattletimes.com,www.seattletimes.com,Northeastern University Seattle,36,NA,10.04M
self.com,www.self.com,Gaetan Auto Technique Enr,2,NA,281.04K
sfchronicle.com,www.sfchronicle.com,Lake Clear Chronicle,2,NA,256.02K
sfexaminer.com,www.sfexaminer.com,San Francisco Examiner,12,NA,276.02K
sfweekly.com,www.sfweekly.com,"SF Weekly, LP",12,NA,398.43K
shz.de,www.shz.de,Zustellgesellschaft Schleswig-Holstein mbH,2100,NOZ/mh:n Logistik GmbH & Co. KG,248.08M
singletrackworld.com,www.singletrackworld.com,GOFAR ENTERPRISES LIMITED,12,NA,0.60M
siouxcityjournal.com,www.siouxcityjournal.com,Sioux City Lewis and Clark Association,9,NA,0.61M
skysports.com,www.skysports.com,SKY SPORTS,11,NA,2.15M
slamonline.com,www.slamonline.com,Slam Media Inc.,15,NA,0.68M
slate.fr,www.slate.fr,D.E.M.,3,NA,0.86M
sltrib.com,www.sltrib.com,Salt Lake Tribune,100,"Medianews Group, Inc.",302.42K
smh.com.au,www.smh.com.au,MIDDLE HEAD CAFE PTY LTD,3,NA,439.85K
smi2.ru,smi2.ru,LLC SMI2,30,"MT, OOO",1.48M
southbendtribune.com,www.southbendtribune.com,South Bend Tribune Corp,560,"Schurz Communications, Inc.",24.29K
